Roulette,Wheel:,,,74516.626,,,,,
350,141558.78,139433.57,131519.95,,,,,,
351,141583.58,139599.91,127621,,,,,,
352,141583.58,139359.32,127293.15,,,,,,
353,141583.58,140612.53,133255.78,,,,,,
354,141583.58,136747.45,126657.16,,,,,,
355,141583.58,140665.07,127764.3,,,,,,
356,141583.58,140277.75,132104.78,,,,,,
357,141583.58,141028.99,131422.54,,,,,,
358,141583.58,140961.17,127705.15,,,,,,
359,141583.58,140535.45,130229.44,,,,,,
360,141583.58,140265.17,129186.64,,,,,,
361,141583.58,140476.79,129557.67,,,,,,
362,141761.1,141227.6,130829.8,,,,,,
363,141761.1,140422.49,134197.9,,,,,,
364,141761.1,141487.7,134909.18,,,,,,
365,141761.1,137383.77,130790.11,,,,,,
366,141761.1,141661.56,134220.9,,,,,,
367,141761.1,139988.44,130065.68,,,,,,
368,141761.1,141500.89,134500.11,,,,,,
369,141761.1,141290.78,129318.31,,,,,,
370,141761.1,141188.43,134679.99,,,,,,
371,141761.1,140690.21,127893.82,,,,,,
372,141761.1,140858.77,127921.48,,,,,,
373,141761.1,141002.06,134478.45,,,,,,
374,141761.1,141073.25,130382.32,,,,,,
375,141761.1,140803.98,127959.43,,,,,,
376,141761.1,141382.53,128696.52,,,,,,
377,141761.1,139458.99,127174.59,,,,,,
378,141761.1,141326.36,135056.3,,,,,,
379,141761.1,140733.45,129598.79,,,,,,
380,141761.1,141333.94,134905.71,,,,,,
381,141761.1,141256.35,128272.93,,,,,,
382,141761.1,141362.16,136860,,,,,,
383,141761.1,140887.67,134500.11,,,,,,
384,141761.1,141712.13,139886.82,,,,,,
385,141761.1,140915.21,131042.86,,,,,,
386,141761.1,141104.3,132978.41,,,,,,
387,141761.1,141128.14,130002.14,,,,,,
388,141761.1,140246.76,129857.22,,,,,,
389,141761.1,141383.53,133875.48,,,,,,
390,141761.1,140855.21,130020.88,,,,,,
391,141761.1,140439.64,130227.71,,,,,,
392,141761.1,140380.32,130457.76,,,,,,
393,141761.1,141256.4,131770.81,,,,,,
394,141761.1,141458.75,133776.15,,,,,,
395,141761.1,140399.06,127655.21,,,,,,
396,141761.1,141513.08,130322,,,,,,
397,141761.1,140877.13,135001.78,,,,,,
398,141766.53,141168.75,130410.74,,,,,,
399,141766.53,141608.23,137182.56,,,,,,
400,141766.53,134378.4,125785.76,,,,,,
401,141766.53,141038.45,130717.17,,,,,,
402,141766.53,141155.03,130616.67,,,,,,
403,141766.53,140752.36,128701.95,,,,,,
404,141766.53,141458.79,137071.48,,,,,,
405,141766.53,141499.4,135422.19,,,,,,
406,141766.53,141198.33,128278.36,,,,,,
407,141766.53,140567.16,132661.58,,,,,,
408,141766.53,141196.89,127961.12,,,,,,
409,141766.53,141251.24,129790.49,,,,,,
410,141766.53,140615.1,130616.07,,,,,,
411,141766.53,140843.94,127926.91,,,,,,
412,141766.53,140508.6,127215.52,,,,,,
413,141766.53,140675.11,128944.57,,,,,,
414,141766.53,139573.49,119398.35,,,,,,
415,141766.53,140785.37,129306.44,,,,,,
416,141766.53,141489.84,137380.81,,,,,,
417,141766.53,141166.17,130725.29,,,,,,
418,141766.53,141290.28,133781.58,,,,,,
419,141766.53,141195.02,129878.87,,,,,,
420,141766.53,140060.24,115084.57,,,,,,
421,141766.53,141013.71,130259.17,,,,,,
422,141766.53,141448.04,126439.28,,,,,,
423,141766.53,141104.75,128462.5,,,,,,
424,141766.53,140746.4,125685.56,,,,,,
425,141766.53,141010.47,131329.7,,,,,,
426,141766.53,141319.33,131237.1,,,,,,
427,141766.53,140987.67,128967.01,,,,,,
428,141766.53,141101.4,131237.1,,,,,,
429,141766.53,141217.06,129153.68,,,,,,
430,141766.53,141167.24,129595.83,,,,,,
431,141766.53,141200.6,128967.01,,,,,,
432,141766.53,140935.76,128967.01,,,,,,
433,141766.53,140731.88,129937.13,,,,,,
434,141766.53,141002.43,133253.85,,,,,,
435,141766.53,141453.99,138122.28,,,,,,
436,141766.53,140166.91,128462.5,,,,,,
437,141766.53,141354.57,129373.96,,,,,,
438,141766.53,139973.49,131021.96,,,,,,
439,141766.53,141365.76,129906.82,,,,,,
440,141766.53,141628.29,136020.63,,,,,,
441,141766.53,141766.53,141766.53,,,,,,
442,141766.53,139647.76,118994.34,,,,,,
443,141766.53,141555.98,136570.11,,,,,,
444,141766.53,141142.04,131506.89,,,,,,
445,141766.53,140647.21,130113.42,,,,,,
446,141766.53,140826.04,125978.49,,,,,,
447,141766.53,140608.27,130552.85,,,,,,
448,141855.39,140895.52,132300.34,,,,,,
449,141855.39,141198.12,130463.19,,,,,,
450,141855.39,139924.5,134031.4,,,,,,
451,141855.39,138983.5,129779.83,,,,,,
452,141855.39,141177.88,135552.87,,,,,,
453,141855.39,139745.56,131865.1,,,,,,
454,141855.39,140824.68,127564.11,,,,,,
455,141855.39,140726.49,133445.36,,,,,,
456,141855.39,141595.92,134409.14,,,,,,
457,141855.39,140782.43,129879.35,,,,,,
458,141855.39,139484.39,128722.72,,,,,,
459,141855.39,141223.73,126258.81,,,,,,
460,141855.39,141153.26,131105.48,,,,,,
461,141855.39,140547.59,126626.29,,,,,,
462,141855.39,141381.95,132183.14,,,,,,
463,141855.39,139921.02,126559.11,,,,,,
464,141855.39,140990.04,128514.74,,,,,,
465,141855.39,140558.29,127327.4,,,,,,
466,141855.39,141108.11,127314.82,,,,,,
467,141855.39,141585.21,134623.98,,,,,,
468,141855.39,141030.84,132089.64,,,,,,
469,141855.39,141184.54,131336.72,,,,,,
470,141855.39,141288.48,133998.76,,,,,,
471,141855.39,141209.74,134550.66,,,,,,
472,141855.39,141188.29,131106.76,,,,,,
473,141855.39,141218.08,135580.91,,,,,,
474,141855.39,141211.62,131936.33,,,,,,
475,141855.39,140710.84,126350.66,,,,,,
476,141855.39,141046.3,132946.64,,,,,,
477,141855.39,141477.54,130159.97,,,,,,
478,141855.39,140783.91,130705.53,,,,,,
479,141855.39,140640.76,124806.89,,,,,,
480,142729.06,141233.66,127765.5,,,,,,
481,142729.06,141301.52,133453.18,,,,,,
482,142729.06,139821.2,130253.91,,,,,,
483,142729.06,140262.06,128201.07,,,,,,
484,142729.06,141818.94,128093.17,,,,,,
485,142729.06,141911.59,131936.17,,,,,,
486,142729.06,142416.76,138664.42,,,,,,
487,142729.06,142537.48,135424.03,,,,,,
488,142729.06,142348.58,130439.51,,,,,,
489,142729.06,142387.71,139786.09,,,,,,
490,142729.06,141402.39,133228.26,,,,,,
491,142729.06,142621.7,139725.97,,,,,,
492,142729.06,141952.62,127132.48,,,,,,
493,142729.06,142183.9,132289.15,,,,,,
494,142729.06,142021.02,135150,,,,,,
495,142729.06,142132.43,131220.78,,,,,,
496,142729.06,142597.83,140580.05,,,,,,
497,142729.06,142072.11,129970.76,,,,,,
498,142729.06,141718.16,127554.4,,,,,,
499,142729.06,142247.11,133262.88,,,,,,
500,142729.06,141428.06,132568.88,,,,,,
,,,,,,,,,
1,40502.7,20922.87,0,,,,,,
2,51503.2,35348.38,16529.9,,,,,,
3,59438.12,41350.75,20697.81,,,,,,
4,63350.12,52881.61,41851.8,,,,,,
5,63350.12,59254.05,44548.24,,,,,,
6,68864.52,63278.61,58777.6,,,,,,
7,71008.73,64511.98,57839.02,,,,,,
8,75728.45,65022.82,56319.07,,,,,,
9,77465.69,70802.46,57656.35,,,,,,
10,78955.28,74941.24,60212.77,,,,,,
11,81822.78,75675.38,62918.68,,,,,,
12,81822.78,68762.11,57710.51,,,,,,
13,86109.92,80059.95,69292.03,,,,,,
14,86128.04,80326.34,60052.3,,,,,,
15,86128.04,75166.18,69802.38,,,,,,
16,86128.04,81259.65,66062.26,,,,,,
17,88713.19,85324.82,78331.9,,,,,,
18,89957.82,87470.1,76024.06,,,,,,
19,92715.9,82761.1,78113.76,,,,,,
20,92715.9,90027.02,84341.84,,,,,,
21,92715.9,88086.85,76064.53,,,,,,
22,94336.42,89965.93,84655.1,,,,,,
23,94475.76,90924.94,81086.69,,,,,,
24,95956.77,91862.92,84086.3,,,,,,
25,97156.29,93980.33,86630.51,,,,,,
26,97958.75,93220.33,85788.34,,,,,,
27,100724.26,95155.3,90030.09,,,,,,
28,100724.26,97253.02,89180.73,,,,,,
29,102924.05,99025.92,89194.74,,,,,,
30,102410.26,100253.22,90864.88,,,,,,
31,102575.86,101387.21,95754.55,,,,,,
32,102575.86,100098.35,96083.7,,,,,,
33,103281.73,94490.71,79629.95,,,,,,
34,103281.73,102055.18,89478.65,,,,,,
35,104249.05,92478.02,81342.08,,,,,,
36,104249.05,102465.06,89031.57,,,,,,
37,104249.05,102447.56,95052.26,,,,,,
38,105649.8,104032.66,94971.8,,,,,,
39,105804.46,104216.35,89904.94,,,,,,
40,105804.46,101255.77,95150.11,,,,,,
41,105804.46,104879.33,95346.72,,,,,,
42,107082.8,105701.77,101127.78,,,,,,
43,108178.96,103367.98,95897.81,,,,,,
44,108178.96,107439.34,97962.43,,,,,,
45,108267.32,106577.94,97853.58,,,,,,
46,109436.98,106732.92,95317.09,,,,,,
47,109436.98,107267.78,94542.93,,,,,,
48,109436.98,108176.99,97579.6,,,,,,
49,109436.98,102995.95,97241.17,,,,,,
50,109436.98,108826.75,102632.99,,,,,,
51,109436.98,108642.95,97975.7,,,,,,
52,109436.98,109170.08,104023.84,,,,,,
53,109436.98,108285.09,96668.26,,,,,,
54,109474.01,109239.44,103128.08,,,,,,
55,109474.01,109023.82,99051.78,,,,,,
56,109474.01,105071,99198.55,,,,,,
57,110590.05,109121.74,104919.79,,,,,,
58,111148.85,106900.22,94187.99,,,,,,
59,111148.85,108595.91,96825.75,,,,,,
60,111330.2,104278.98,98487.65,,,,,,
61,112899.41,110267.05,98161.71,,,,,,
62,112899.41,107982.38,98134.61,,,,,,
63,112899.41,111065.23,105767.75,,,,,,
64,112899.41,112748.47,101730.3,,,,,,
65,112899.41,111892.24,103996.59,,,,,,
66,112899.41,112822.79,107987.02,,,,,,
67,113187.93,112236.21,102922.63,,,,,,
68,113187.93,111818.79,101017.18,,,,,,
69,113187.93,112087.5,101972.99,,,,,,
70,113329.15,112730.05,105957.28,,,,,,
71,113411.07,112120.02,103587.32,,,,,,
72,114393.53,112737.68,105658.44,,,,,,
73,114393.53,112886.63,98839.77,,,,,,
74,114393.53,110819.46,103674.6,,,,,,
75,115265.36,113587.79,107758.26,,,,,,
76,116570.68,112875.25,105047.41,,,,,,
77,116570.68,114672.69,108561.81,,,,,,
78,116570.68,111901.81,106032.73,,,,,,
79,117115.7,114369.07,102592.78,,,,,,
80,117115.7,113405.8,100974.1,,,,,,
81,118113.13,115807.19,103941.97,,,,,,
82,118113.13,112853.44,101180.86,,,,,,
83,118113.13,117005.52,113849.83,,,,,,
84,118113.13,113730.31,107049.45,,,,,,
85,118113.13,115516.55,106051.6,,,,,,
86,118473.33,117147.06,110397.86,,,,,,
87,118473.33,115010.25,104351.39,,,,,,
88,119182.96,116698.58,103351.03,,,,,,
89,119182.96,112860.27,100895.39,,,,,,
90,119182.96,115994.88,100315.62,,,,,,
91,119989.92,117709.72,107626.01,,,,,,
92,120605.28,116704.91,99069,,,,,,
93,121412.23,115271.31,103866.69,,,,,,
94,121412.23,120030.63,107230.45,,,,,,
95,121420.49,117296.97,110848.81,,,,,,
96,122143.76,120820.38,107602.27,,,,,,
97,122143.76,114515.7,97544.66,,,,,,
98,122143.76,120300.14,110090.05,,,,,,
99,122427.78,118581.84,113608.24,,,,,,
100,122427.78,121858.69,119394.37,,,,,,
101,122427.78,120754.7,104568.29,,,,,,
102,122427.78,117255.14,107251.01,,,,,,
103,122540.13,122259.34,114101.5,,,,,,
104,122540.13,118366.96,115129.66,,,,,,
105,122540.13,120226.93,108916.92,,,,,,
106,122755.86,122379.49,116739,,,,,,
107,123217.47,120094.75,111001.42,,,,,,
108,123217.47,120663.93,116101.7,,,,,,
109,123600.27,119165.41,113454.92,,,,,,
110,124225.21,123026.33,111579.54,,,,,,
111,124225.21,123253.9,116615.03,,,,,,
112,124608.01,119417.66,110544.32,,,,,,
113,124608.01,122572.07,118794.2,,,,,,
114,124608.01,123725.46,112691.81,,,,,,
115,124608.01,123900.44,118343.87,,,,,,
116,124608.01,124234.85,116733.68,,,,,,
117,124746.22,124585.11,123546.8,,,,,,
118,124623.58,123138.8,111932.5,,,,,,
119,124623.58,118983.08,109582.59,,,,,,
120,124623.58,124190.55,119486.13,,,,,,
121,125602.6,123815.51,115126.82,,,,,,
122,125602.6,122744.14,111280.6,,,,,,
123,125602.6,124193.93,117698.64,,,,,,
124,125602.6,109680.32,100036.46,,,,,,
125,125602.6,122112.67,115017.92,,,,,,
126,125602.6,124662.27,116587.68,,,,,,
127,125602.6,124785.17,117276.32,,,,,,
128,125602.6,124637.81,114605.01,,,,,,
129,126223.67,125242.14,115147.2,,,,,,
130,126551.12,125521.72,116039.26,,,,,,
131,126551.12,120539.62,112316.86,,,,,,
132,126868.4,125771.3,117300.19,,,,,,
133,127637.25,124363.41,116506.74,,,,,,
134,128582.78,125277.97,118444.81,,,,,,
135,128582.78,125998.72,117129.07,,,,,,
136,129403.7,121931.62,114556.17,,,,,,
137,130117.18,126973.67,121561.4,,,,,,
138,131536.43,126746.75,116423.21,,,,,,
139,131536.43,130136.28,124181.29,,,,,,
140,132270.57,118916.17,107090.85,,,,,,
141,132270.57,127175.82,118809.94,,,,,,
142,132270.57,131585.91,126635.53,,,,,,
143,132270.57,130712.81,124010.09,,,,,,
144,132270.57,131717.95,121559.09,,,,,,
145,132406.54,132044.18,122021.21,,,,,,
146,132406.54,131154.15,119978.88,,,,,,
147,132406.54,128292.56,119336.27,,,,,,
148,132406.54,130024.74,121889.35,,,,,,
149,132406.54,131552.53,126015.63,,,,,,
150,132406.54,132082.17,124565.4,,,,,,
151,132406.54,132155.01,127206.07,,,,,,
152,132406.54,131612.33,120846.54,,,,,,
153,132406.54,132170.08,126230.22,,,,,,
154,132406.54,130959.3,121042.88,,,,,,
155,132406.54,132039.01,118650.28,,,,,,
156,132406.54,131322.58,122746.27,,,,,,
157,133158.93,130749.95,118218.38,,,,,,
158,132406.54,130682.66,121162.15,,,,,,
159,132406.54,131514.9,127269.09,,,,,,
160,133235.64,131972.87,126479.45,,,,,,
161,133235.64,129049.53,120688.12,,,,,,
162,133235.64,129788.06,119077.03,,,,,,
163,133235.64,130550.41,115107.37,,,,,,
164,133235.64,123763.99,112745.46,,,,,,
165,133235.64,132202.7,122485.57,,,,,,
166,133235.64,132452.61,125527.15,,,,,,
167,133235.64,132908.99,127067.95,,,,,,
168,133505.79,133047.33,129903.66,,,,,,
169,133505.79,132768.38,123179.39,,,,,,
170,133505.79,132178.68,124155,,,,,,
171,133505.79,132201.22,124037.16,,,,,,
172,133505.79,132274.48,121518.87,,,,,,
173,133505.79,132897.71,124451.75,,,,,,
174,133505.79,133024.97,124307.3,,,,,,
175,133505.79,133430.79,130730.91,,,,,,
176,133505.79,133069.34,123426.05,,,,,,
177,133505.79,132161.09,124344.33,,,,,,
178,133505.79,133035.14,125209.03,,,,,,
179,133736.32,132673.99,120366.81,,,,,,
180,133736.32,132279.93,122979.56,,,,,,
181,133736.32,132366.18,124812.06,,,,,,
182,133736.32,131306.23,123674.91,,,,,,
183,133736.32,133257.3,123283.74,,,,,,
184,134008.77,133311.63,125944.48,,,,,,
185,134008.77,133711.24,129929.57,,,,,,
186,134008.77,131164.48,126145.97,,,,,,
187,134125.12,133147.96,122329.04,,,,,,
188,134125.12,132615.01,121625.38,,,,,,
189,134125.12,133814.57,127407.7,,,,,,
190,134125.12,121704.09,101768.39,,,,,,
191,134125.12,133787.9,130394.2,,,,,,
192,134754.29,132571.59,125025.17,,,,,,
193,134754.29,133678.88,125639.82,,,,,,
194,134754.29,134069.47,125720.94,,,,,,
195,134754.29,133676.67,129447.39,,,,,,
196,134754.29,134221.31,124182.22,,,,,,
197,135003.61,134140.36,126640.16,,,,,,
198,135003.61,133235.27,126962.45,,,,,,
199,135003.61,134476.91,128835.91,,,,,,
200,135003.61,134466.38,126898.85,,,,,,
201,135003.61,134288.41,120754.51,,,,,,
202,135019.22,134217.25,122008.37,,,,,,
203,136612.75,134716.7,126445.15,,,,,,
204,136612.75,131779.23,119592.39,,,,,,
205,136612.75,132960.5,130799.3,,,,,,
206,136612.75,135822.57,129531.65,,,,,,
207,136612.75,136607.55,136365.04,,,,,,
208,137367.6,135741.15,120732.97,,,,,,
209,137367.6,135844.73,126759.98,,,,,,
210,137367.6,136059.96,125766,,,,,,
211,137367.6,133114.69,114991.79,,,,,,
212,137367.6,134901.67,126047.2,,,,,,
213,137367.6,136467.85,128023.54,,,,,,
214,137367.6,136738.13,128192.19,,,,,,
215,137367.6,136968.49,126018.66,,,,,,
216,137367.6,137002.25,128120.14,,,,,,
217,137367.6,137037.99,130261.02,,,,,,
218,137367.6,136908.6,124372.36,,,,,,
219,137367.6,136504.43,126549.8,,,,,,
220,137633.12,135514.63,122912.32,,,,,,
221,137633.12,136467.88,126667.68,,,,,,
222,137633.12,133143.03,121179.4,,,,,,
223,137633.12,136974.13,130333.06,,,,,,
224,137633.12,137088.36,126332.26,,,,,,
225,137633.12,137310.59,131032.06,,,,,,
226,137633.12,137081.43,122489.39,,,,,,
227,137648.73,137239.63,126382.38,,,,,,
228,137648.73,136871.13,122598.18,,,,,,
229,137648.73,127639.22,112440.02,,,,,,
230,137648.73,136506.29,124476.87,,,,,,
231,137648.73,136888.37,127498.64,,,,,,
232,137648.73,137150.72,130586.03,,,,,,
233,137648.73,136044.52,124324.62,,,,,,
234,137648.73,136676.92,125175.21,,,,,,
235,137648.73,137332.14,133468.32,,,,,,
236,137648.73,137065,126175.82,,,,,,
237,137648.73,137232.77,126611.32,,,,,,
238,137648.73,137365.76,127068.94,,,,,,
239,137648.73,137003.87,127974.98,,,,,,
240,137648.73,137112.14,129491.25,,,,,,
241,137648.73,137159.01,127929.92,,,,,,
242,137648.73,136877.6,124647.66,,,,,,
243,137648.73,136854.11,125578.15,,,,,,
244,138396.44,137158.54,125897.5,,,,,,
245,137980.72,136968.34,127156.96,,,,,,
246,137980.72,137926.12,137567.94,,,,,,
247,137980.72,134678.25,125338.94,,,,,,
248,138181.15,137291.83,125548.33,,,,,,
249,138181.15,137592.23,130718.27,,,,,,
250,138181.15,133993.57,126446.03,,,,,,
251,138181.15,135856.17,114762.29,,,,,,
252,138181.15,137482.66,130760.26,,,,,,
253,138340.28,136615.59,126723.3,,,,,,
254,138340.28,135165.89,129239.02,,,,,,
255,138340.28,135643.09,120794.93,,,,,,
256,138340.28,136686.55,127033.09,,,,,,
257,139248.01,137738.42,125907.88,,,,,,
258,139248.01,136651.14,128096.6,,,,,,
259,139248.01,137414.61,127682.11,,,,,,
260,139248.01,134373.79,126237.97,,,,,,
261,139248.01,136749.41,123318.9,,,,,,
262,139248.01,138659.13,128998.65,,,,,,
263,139248.01,138979.02,134882.72,,,,,,
264,139248.01,138727.44,125712.72,,,,,,
265,139248.01,138238.41,127110.2,,,,,,
266,139248.01,138678.01,132443.3,,,,,,
267,139248.01,138240.87,128657.64,,,,,,
268,139248.01,138624.38,131985.35,,,,,,
269,139324.32,138185.54,127101.46,,,,,,
270,139324.32,139146.39,136144.58,,,,,,
271,139957.03,131217.71,118032.37,,,,,,
272,139957.03,136591.64,121271.02,,,,,,
273,139957.03,138601.53,128409.62,,,,,,
274,139957.03,138095.24,129500.8,,,,,,
275,139957.03,139844.24,135337.07,,,,,,
276,139957.03,138949.81,128653.93,,,,,,
277,139957.03,139566.06,133046.67,,,,,,
278,139957.03,139923.1,137378.5,,,,,,
279,139957.03,139655.64,133158.82,,,,,,
280,139957.03,139566.77,133934.8,,,,,,
281,139957.03,139249.73,130773.11,,,,,,
282,139957.03,139207.59,129500.8,,,,,,
283,139957.03,138278.19,116187.62,,,,,,
284,139957.03,139470.97,128764.13,,,,,,
285,139957.03,139113.29,128584.02,,,,,,
286,139957.03,139341.88,130388.18,,,,,,
287,139957.03,138698.03,125343.34,,,,,,
288,139957.03,139049.57,134134.16,,,,,,
289,139957.03,139706.47,134960.03,,,,,,
290,139957.03,139336.2,130798.43,,,,,,
291,140405.05,139584.61,128349.02,,,,,,
292,140405.05,139161.66,129747.48,,,,,,
293,140405.05,138952.75,131938.66,,,,,,
294,140405.05,138853.74,125599.5,,,,,,
295,140405.05,140038.43,127346.08,,,,,,
296,140405.05,137802.48,127376.35,,,,,,
297,140405.05,139149.58,127729.54,,,,,,
298,140405.05,139545.68,123942.28,,,,,,
299,140405.05,139540.76,128115.5,,,,,,
300,140405.05,139287.55,124811.21,,,,,,
301,140405.05,139629.56,133376.34,,,,,,
302,140405.05,139955.61,129354,,,,,,
303,140405.05,139820.9,135151.98,,,,,,
304,140405.05,139368.77,126315.16,,,,,,
305,140405.05,139022.36,125333.73,,,,,,
306,140405.05,139169.52,126134.43,,,,,,
307,140405.05,139747.18,133030.7,,,,,,
308,140405.05,139852.16,127149.8,,,,,,
309,140405.05,140394.62,140161.67,,,,,,
310,140405.05,139798.42,130471.62,,,,,,
311,140405.05,139824.66,128372.94,,,,,,
312,140405.05,139809.2,130286.77,,,,,,
313,140405.05,139722.48,126503.52,,,,,,
314,140405.05,139827.39,132250.39,,,,,,
315,140405.05,139886.94,134183.93,,,,,,
316,140405.05,139910.84,132713.49,,,,,,
317,140405.05,140229.21,135046.04,,,,,,
318,140405.05,139583.55,128109.53,,,,,,
319,140405.05,139795.59,131647.82,,,,,,
320,140991.43,139892.53,135267.6,,,,,,
321,140405.05,138228.27,126838.78,,,,,,
322,140405.05,139902.88,129870.01,,,,,,
323,140405.05,140023.38,126872.37,,,,,,
324,140405.05,139349.47,126503.52,,,,,,
325,140926.31,140121.49,127960.76,,,,,,
326,140926.31,139308.14,134503.87,,,,,,
327,140926.31,138790.49,128494.58,,,,,,
328,140926.31,135481.72,129645.1,,,,,,
329,140926.31,138794.45,129418.15,,,,,,
330,140926.31,140432.34,133222.43,,,,,,
331,140926.31,139921.51,125138.28,,,,,,
332,140926.31,139923.93,128531.1,,,,,,
333,140926.31,140068.74,132499.35,,,,,,
334,140926.31,140539.2,133180.57,,,,,,
335,140926.31,140381.47,127611.42,,,,,,
336,140926.31,139845.81,130467.46,,,,,,
337,140926.31,140482.76,128104.35,,,,,,
338,140926.31,140191.77,129632.06,,,,,,
339,140926.31,140218.19,127931.07,,,,,,
340,140926.31,140403.04,128250.8,,,,,,
341,140926.31,140477.83,130361.18,,,,,,
342,140926.31,140507.52,133746.75,,,,,,
343,140926.31,140406.14,133794.34,,,,,,
344,140926.31,140926.31,140926.31,,,,,,
345,140926.31,140057.02,128113.93,,,,,,
346,140926.31,140228.98,131752.33,,,,,,
347,140926.31,140241.29,128283.19,,,,,,
348,140926.31,140023.49,132937.26,,,,,,
349,140926.31,140235.07,128636.76,,,,,,
350,141995.08,140482.59,133551.97,,,,,,
351,141995.08,140603.24,130341.63,,,,,,
352,141995.08,139583.93,136365.38,,,,,,
353,141995.08,141481.52,133132.21,,,,,,
354,141995.08,140768.34,129857.27,,,,,,
355,141995.08,141556.36,136524.11,,,,,,
356,141995.08,140943.99,126207.04,,,,,,
357,141995.08,141567.96,132194.51,,,,,,
358,141995.08,140866.17,126706.78,,,,,,
359,141995.08,141389.78,129599.86,,,,,,
360,141995.08,141113.48,128632.89,,,,,,
361,141995.08,141471.68,131120.49,,,,,,
362,141995.08,141036.84,133840.42,,,,,,
363,142742.78,141105.33,132811.16,,,,,,
364,141995.08,138398.33,127381.39,,,,,,
365,141995.08,141204.51,128093.55,,,,,,
366,141995.08,141969.34,140142.05,,,,,,
367,141995.08,141210.33,130259.96,,,,,,
368,141995.08,141730.46,134609.39,,,,,,
369,141995.08,140155.37,128603.02,,,,,,
370,141995.08,141531.92,131563.92,,,,,,
371,141995.08,140979.92,131956.24,,,,,,
372,141995.08,141422.9,131429.94,,,,,,
373,141995.08,141354.14,133538.38,,,,,,
374,142052.07,141149.88,133095.24,,,,,,
375,142052.07,141365.91,127803.12,,,,,,
376,142052.07,138596.46,128975.31,,,,,,
377,142052.07,140474.84,131718.79,,,,,,
378,142052.07,141067.56,133227.85,,,,,,
379,142052.07,140435.05,126724.81,,,,,,
380,142052.07,141572.9,134984.7,,,,,,
381,142052.07,141166.24,127886.91,,,,,,
382,142052.07,141396.92,127631.08,,,,,,
383,142052.07,141288.29,129619.68,,,,,,
384,142052.07,141084.33,127687.9,,,,,,
385,142052.07,141994.19,138375.03,,,,,,
386,142052.07,140194.78,131613.09,,,,,,
387,142052.07,140997.16,120400.42,,,,,,
388,142052.07,141416.27,132228.86,,,,,,
389,142052.07,141694.25,135787.93,,,,,,
390,142052.07,141146.01,126411.92,,,,,,
391,142052.07,141333.66,130188.9,,,,,,
392,142052.07,135619.53,126089.91,,,,,,
393,142052.07,141335.15,125953.48,,,,,,
394,142052.07,141181.55,134412.57,,,,,,
395,142052.07,141482.35,127422.6,,,,,,
396,142052.07,140852.73,132868.15,,,,,,
397,142052.07,141928.13,137623.56,,,,,,
398,143270.16,140486.66,126249.75,,,,,,
399,143270.16,141483.4,130032.47,,,,,,
400,143270.16,133765.4,128089.9,,,,,,
401,143270.16,142734.49,140141.63,,,,,,
402,143270.16,140483.47,127788.28,,,,,,
403,143270.16,142509.67,131988.94,,,,,,
404,143270.16,142620.15,133101.7,,,,,,
405,143270.16,143200.47,140784.41,,,,,,
406,143270.16,142853.06,128645.74,,,,,,
407,143734.29,142998.72,130467.21,,,,,,
408,143734.29,141553.84,137376.37,,,,,,
409,143734.29,142949.48,139341.91,,,,,,
410,143734.29,142041.3,138052.83,,,,,,
411,143734.29,143273.61,135016.15,,,,,,
412,143734.29,143242.18,136551,,,,,,
413,143734.29,142517.88,130935.71,,,,,,
414,143734.29,143598.08,133654.55,,,,,,
415,143734.29,141970.17,130254.16,,,,,,
416,143734.29,143566.17,139742.27,,,,,,
417,143734.29,142965.02,134590.09,,,,,,
418,143734.29,143441.7,128991.01,,,,,,
419,143734.29,141929.93,129444.3,,,,,,
420,143734.29,143602.59,141676.61,,,,,,
421,143734.29,142903.75,134902.06,,,,,,
422,143734.29,143070.45,128500.01,,,,,,
423,143734.29,143101.81,135607.91,,,,,,
424,143734.29,143734.29,143734.29,,,,,,
425,143734.29,143345.69,135985.02,,,,,,
426,143734.29,142425.52,130152.82,,,,,,
427,143734.29,142382.95,132086.44,,,,,,
428,143734.29,143175.61,132376.17,,,,,,
429,143734.29,142827.06,133524.03,,,,,,
430,143734.29,143011.46,132696.29,,,,,,
431,143734.29,143281.73,135330.11,,,,,,
432,143734.29,142922.66,132038.87,,,,,,
433,143734.29,142851.4,132527.79,,,,,,
434,143734.29,142434.48,129641.45,,,,,,
435,144085.6,143142.43,134783.23,,,,,,
436,144085.6,142294.72,133654.55,,,,,,
437,144085.6,143361.55,136475.83,,,,,,
438,144085.6,141878.01,132667.98,,,,,,
439,144085.6,143637.29,135361.68,,,,,,
440,144085.6,143868.81,141375.72,,,,,,
441,144085.6,143752.41,138095.13,,,,,,
442,144085.6,143442.1,131026.63,,,,,,
443,144085.6,143657.8,135110.2,,,,,,
444,144085.6,143345.19,133836.99,,,,,,
445,144085.6,143617.96,132008.4,,,,,,
446,144085.6,143749.44,137458.61,,,,,,
447,144085.6,143553.54,133910.88,,,,,,
448,144085.6,143414.21,134962.74,,,,,,
449,144085.6,143398.1,132187.93,,,,,,
450,144085.6,142770.13,133027.46,,,,,,
451,144085.6,143331.96,133647.18,,,,,,
452,144085.6,143537.43,134215.04,,,,,,
453,144085.6,143038.74,129500.89,,,,,,
454,144085.6,143549.83,129232.49,,,,,,
455,144085.6,142976.55,132028.92,,,,,,
456,144085.6,143338.13,136102.43,,,,,,
457,144085.6,142811.14,130721.85,,,,,,
